id,app_name,package_name,title,body,label,notification_type,template_group,clarity,reason_code,android_category,is_ongoing,rule_score,rule_level,forced,model_eligible,source,dataset_version
V02_TRAIN_101,당근,synthetic.kr.daangn,당근,확인이 필요합니다: 거래 장소 정보,1,action_required,eligible_promote_2_0,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_102,당근,synthetic.kr.daangn,거래 장소 정보 안내,거래 장소 정보 관련 확인이 필요합니다.,1,action_required,eligible_promote_2_1,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_103,당근,synthetic.kr.daangn,당근,동네 활동 요약: 이번 주 요약이 도착했습니다.,0,summary,eligible_keep_0_0,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_104,당근,synthetic.kr.daangn,동네 활동 요약 안내,동네 활동 요약 세부 내용을 확인해주세요.,0,summary,eligible_keep_0_1,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_105,당근,synthetic.kr.daangn,당근,관심 등록한 관심 물품 알림 소식이 이번 주 공개될 예정입니다.,0,optional_schedule,eligible_keep_schedule_2,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_106,당근,synthetic.kr.daangn,관심 물품 알림 안내,관심 물품 알림 공개 시간이 정해졌습니다.,0,optional_schedule,eligible_keep_schedule_3,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_107,당근,synthetic.kr.daangn,당근,거래 경험 설문 참여 요청이 도착했습니다.,0,optional_survey,eligible_keep_2_0,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_108,당근,synthetic.kr.daangn,거래 경험 설문 안내,거래 경험 설문 관련 의견을 남겨주세요.,0,optional_survey,eligible_keep_2_1,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_109,당근,synthetic.kr.daangn,긴급 확인,송금 처리 문제로 오늘까지 처리가 필요합니다. 즉시 확인해주세요.,1,urgent_action,clear_important_0,CLEAR,urgent_and_action_required,alarm,false,45,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_110,당근,synthetic.kr.daangn,보안 알림,새로운 기기에서 거래 장소 정보 변경이 감지되었습니다.,1,security_change,clear_important_1,CLEAR,explicit_security_change,msg,false,50,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_111,당근,synthetic.kr.daangn,(광고) 오늘의 혜택,"동네 가게 단골 쿠폰, 오늘만 확인하세요. 수신거부는 설정에서 가능합니다.",0,promotion,clear_general_0,CLEAR,explicit_promotion,promo,false,-15,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_112,당근,synthetic.kr.daangn,업데이트 완료,동네 활동 요약 업데이트가 완료되었습니다. 별도 작업은 필요하지 않습니다.,0,passive_update,clear_general_1,CLEAR,no_action_status,status,false,-10,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_113,CJ대한통운,synthetic.kr.cjlogistics,CJ대한통운,배송지 확인 처리가 정상적으로 완료되지 않았습니다.,1,exception,eligible_promote_0_0,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_114,CJ대한통운,synthetic.kr.cjlogistics,배송지 확인 안내,배송지 확인 처리 중 문제가 발생했습니다.,1,exception,eligible_promote_0_1,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_115,CJ대한통운,synthetic.kr.cjlogistics,CJ대한통운,택배 도착 예정일: 예정보다 2시간 앞당겨졌습니다.,1,schedule_change,eligible_promote_schedule_4,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_116,CJ대한통운,synthetic.kr.cjlogistics,택배 도착 예정일 안내,택배 도착 예정일: 오늘 오후 6시로 변경되었습니다.,1,schedule_change,eligible_promote_schedule_0,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_117,CJ대한통운,synthetic.kr.cjlogistics,CJ대한통운,확인이 필요합니다: 반송 접수 정보,1,action_required,eligible_promote_2_0,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_118,CJ대한통운,synthetic.kr.cjlogistics,반송 접수 정보 안내,반송 접수 정보 관련 확인이 필요합니다.,1,action_required,eligible_promote_2_1,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_119,CJ대한통운,synthetic.kr.cjlogistics,CJ대한통운,주간 배송 요약: 이번 주 요약이 도착했습니다.,0,summary,eligible_keep_0_0,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_120,CJ대한통운,synthetic.kr.cjlogistics,주간 배송 요약 안내,주간 배송 요약 세부 내용을 확인해주세요.,0,summary,eligible_keep_0_1,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_121,CJ대한통운,synthetic.kr.cjlogistics,CJ대한통운,택배 조회 일정 관련 알림이 곧 시작됩니다.,0,optional_schedule,eligible_keep_schedule_4,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_122,CJ대한통운,synthetic.kr.cjlogistics,택배 조회 일정 안내,택배 조회 일정 관련 새 내용이 오늘 오후 3시에 공개됩니다.,0,optional_schedule,eligible_keep_schedule_0,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_123,CJ대한통운,synthetic.kr.cjlogistics,CJ대한통운,배송 만족도 설문 참여 요청이 도착했습니다.,0,optional_survey,eligible_keep_2_0,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_124,CJ대한통운,synthetic.kr.cjlogistics,배송 만족도 설문 안내,배송 만족도 설문 관련 의견을 남겨주세요.,0,optional_survey,eligible_keep_2_1,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_125,CJ대한통운,synthetic.kr.cjlogistics,긴급 확인,배송지 확인 문제로 오늘까지 처리가 필요합니다. 즉시 확인해주세요.,1,urgent_action,clear_important_0,CLEAR,urgent_and_action_required,alarm,false,45,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_126,CJ대한통운,synthetic.kr.cjlogistics,보안 알림,새로운 기기에서 반송 접수 정보 변경이 감지되었습니다.,1,security_change,clear_important_1,CLEAR,explicit_security_change,msg,false,50,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_127,CJ대한통운,synthetic.kr.cjlogistics,(광고) 오늘의 혜택,"택배 이용 고객 이벤트, 오늘만 확인하세요. 수신거부는 설정에서 가능합니다.",0,promotion,clear_general_0,CLEAR,explicit_promotion,promo,false,-15,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_128,CJ대한통운,synthetic.kr.cjlogistics,업데이트 완료,주간 배송 요약 업데이트가 완료되었습니다. 별도 작업은 필요하지 않습니다.,0,passive_update,clear_general_1,CLEAR,no_action_status,status,false,-10,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_129,배달의민족,synthetic.kr.baemin,배달의민족,배달 주문 결제 처리가 정상적으로 완료되지 않았습니다.,1,exception,eligible_promote_0_0,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_130,배달의민족,synthetic.kr.baemin,배달 주문 결제 안내,배달 주문 결제 처리 중 문제가 발생했습니다.,1,exception,eligible_promote_0_1,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_131,배달의민족,synthetic.kr.baemin,배달의민족,배달 도착 예정 시간: 내일 오전 9시로 변경되었습니다.,1,schedule_change,eligible_promote_schedule_1,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_132,배달의민족,synthetic.kr.baemin,배달 도착 예정 시간 안내,배달 도착 예정 시간 변경 안내입니다. 기존 일정과 달라졌습니다.,1,schedule_change,eligible_promote_schedule_2,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_133,배달의민족,synthetic.kr.baemin,배달의민족,확인이 필요합니다: 배달 주소,1,action_required,eligible_promote_2_0,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_134,배달의민족,synthetic.kr.baemin,배달 주소 안내,배달 주소 관련 확인이 필요합니다.,1,action_required,eligible_promote_2_1,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_135,배달의민족,synthetic.kr.baemin,배달의민족,이번 주 주문 요약: 이번 주 요약이 도착했습니다.,0,summary,eligible_keep_0_0,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_136,배달의민족,synthetic.kr.baemin,이번 주 주문 요약 안내,이번 주 주문 요약 세부 내용을 확인해주세요.,0,summary,eligible_keep_0_1,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_137,배달의민족,synthetic.kr.baemin,배달의민족,찜한 가게 알림 관련 내용이 내일 오전 10시에 업데이트됩니다.,0,optional_schedule,eligible_keep_schedule_1,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_138,배달의민족,synthetic.kr.baemin,찜한 가게 알림 안내,관심 등록한 찜한 가게 알림 소식이 이번 주 공개될 예정입니다.,0,optional_schedule,eligible_keep_schedule_2,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_139,배달의민족,synthetic.kr.baemin,배달의민족,배달 경험 설문 참여 요청이 도착했습니다.,0,optional_survey,eligible_keep_2_0,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_140,배달의민족,synthetic.kr.baemin,배달 경험 설문 안내,배달 경험 설문 관련 의견을 남겨주세요.,0,optional_survey,eligible_keep_2_1,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_141,배달의민족,synthetic.kr.baemin,긴급 확인,배달 주문 결제 문제로 오늘까지 처리가 필요합니다. 즉시 확인해주세요.,1,urgent_action,clear_important_0,CLEAR,urgent_and_action_required,alarm,false,45,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_142,배달의민족,synthetic.kr.baemin,보안 알림,새로운 기기에서 배달 주소 변경이 감지되었습니다.,1,security_change,clear_important_1,CLEAR,explicit_security_change,msg,false,50,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_143,배달의민족,synthetic.kr.baemin,(광고) 오늘의 혜택,"첫 주문 할인 쿠폰, 오늘만 확인하세요. 수신거부는 설정에서 가능합니다.",0,promotion,clear_general_0,CLEAR,explicit_promotion,promo,false,-15,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_144,배달의민족,synthetic.kr.baemin,업데이트 완료,이번 주 주문 요약 업데이트가 완료되었습니다. 별도 작업은 필요하지 않습니다.,0,passive_update,clear_general_1,CLEAR,no_action_status,status,false,-10,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_145,요기요,synthetic.kr.yogiyo,요기요,주문 승인 처리가 정상적으로 완료되지 않았습니다.,1,exception,eligible_promote_0_0,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_146,요기요,synthetic.kr.yogiyo,주문 승인 안내,주문 승인 처리 중 문제가 발생했습니다.,1,exception,eligible_promote_0_1,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_147,요기요,synthetic.kr.yogiyo,요기요,포장 완료 예정 시간: 기존 시간이 취소되고 새 시간이 등록되었습니다.,1,schedule_change,eligible_promote_schedule_3,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_148,요기요,synthetic.kr.yogiyo,포장 완료 예정 시간 안내,포장 완료 예정 시간: 예정보다 2시간 앞당겨졌습니다.,1,schedule_change,eligible_promote_schedule_4,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_149,요기요,synthetic.kr.yogiyo,요기요,확인이 필요합니다: 수령 장소,1,action_required,eligible_promote_2_0,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_150,요기요,synthetic.kr.yogiyo,수령 장소 안내,수령 장소 관련 확인이 필요합니다.,1,action_required,eligible_promote_2_1,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_151,요기요,synthetic.kr.yogiyo,요기요,최근 주문 요약: 이번 주 요약이 도착했습니다.,0,summary,eligible_keep_0_0,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_152,요기요,synthetic.kr.yogiyo,최근 주문 요약 안내,최근 주문 요약 세부 내용을 확인해주세요.,0,summary,eligible_keep_0_1,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_153,요기요,synthetic.kr.yogiyo,요기요,즐겨찾기 가게 일정 공개 시간이 정해졌습니다.,0,optional_schedule,eligible_keep_schedule_3,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_154,요기요,synthetic.kr.yogiyo,즐겨찾기 가게 일정 안내,즐겨찾기 가게 일정 관련 알림이 곧 시작됩니다.,0,optional_schedule,eligible_keep_schedule_4,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_155,요기요,synthetic.kr.yogiyo,요기요,주문 만족도 설문 참여 요청이 도착했습니다.,0,optional_survey,eligible_keep_2_0,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_156,요기요,synthetic.kr.yogiyo,주문 만족도 설문 안내,주문 만족도 설문 관련 의견을 남겨주세요.,0,optional_survey,eligible_keep_2_1,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_157,요기요,synthetic.kr.yogiyo,긴급 확인,주문 승인 문제로 오늘까지 처리가 필요합니다. 즉시 확인해주세요.,1,urgent_action,clear_important_0,CLEAR,urgent_and_action_required,alarm,false,45,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_158,요기요,synthetic.kr.yogiyo,보안 알림,새로운 기기에서 수령 장소 변경이 감지되었습니다.,1,security_change,clear_important_1,CLEAR,explicit_security_change,msg,false,50,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_159,요기요,synthetic.kr.yogiyo,(광고) 오늘의 혜택,"오늘만 배달비 할인, 오늘만 확인하세요. 수신거부는 설정에서 가능합니다.",0,promotion,clear_general_0,CLEAR,explicit_promotion,promo,false,-15,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_160,요기요,synthetic.kr.yogiyo,업데이트 완료,최근 주문 요약 업데이트가 완료되었습니다. 별도 작업은 필요하지 않습니다.,0,passive_update,clear_general_1,CLEAR,no_action_status,status,false,-10,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_161,카카오 T,synthetic.kr.kakaot,카카오 T,택시 자동결제 처리가 정상적으로 완료되지 않았습니다.,1,exception,eligible_promote_0_0,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_162,카카오 T,synthetic.kr.kakaot,택시 자동결제 안내,택시 자동결제 처리 중 문제가 발생했습니다.,1,exception,eligible_promote_0_1,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_163,카카오 T,synthetic.kr.kakaot,카카오 T,예약 호출 시간: 오늘 오후 6시로 변경되었습니다.,1,schedule_change,eligible_promote_schedule_0,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_164,카카오 T,synthetic.kr.kakaot,예약 호출 시간 안내,예약 호출 시간: 내일 오전 9시로 변경되었습니다.,1,schedule_change,eligible_promote_schedule_1,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_165,카카오 T,synthetic.kr.kakaot,카카오 T,확인이 필요합니다: 탑승 위치,1,action_required,eligible_promote_2_0,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_166,카카오 T,synthetic.kr.kakaot,탑승 위치 안내,탑승 위치 관련 확인이 필요합니다.,1,action_required,eligible_promote_2_1,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_167,카카오 T,synthetic.kr.kakaot,카카오 T,이번 달 이동 리포트: 이번 주 요약이 도착했습니다.,0,summary,eligible_keep_0_0,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_168,카카오 T,synthetic.kr.kakaot,이번 달 이동 리포트 안내,이번 달 이동 리포트 세부 내용을 확인해주세요.,0,summary,eligible_keep_0_1,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_169,카카오 T,synthetic.kr.kakaot,카카오 T,출근길 알림 관련 새 내용이 오늘 오후 3시에 공개됩니다.,0,optional_schedule,eligible_keep_schedule_0,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_170,카카오 T,synthetic.kr.kakaot,출근길 알림 안내,출근길 알림 관련 내용이 내일 오전 10시에 업데이트됩니다.,0,optional_schedule,eligible_keep_schedule_1,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_171,카카오 T,synthetic.kr.kakaot,카카오 T,이동 서비스 설문 참여 요청이 도착했습니다.,0,optional_survey,eligible_keep_2_0,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_172,카카오 T,synthetic.kr.kakaot,이동 서비스 설문 안내,이동 서비스 설문 관련 의견을 남겨주세요.,0,optional_survey,eligible_keep_2_1,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_173,카카오 T,synthetic.kr.kakaot,긴급 확인,택시 자동결제 문제로 오늘까지 처리가 필요합니다. 즉시 확인해주세요.,1,urgent_action,clear_important_0,CLEAR,urgent_and_action_required,alarm,false,45,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_174,카카오 T,synthetic.kr.kakaot,보안 알림,새로운 기기에서 탑승 위치 변경이 감지되었습니다.,1,security_change,clear_important_1,CLEAR,explicit_security_change,msg,false,50,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_175,카카오 T,synthetic.kr.kakaot,(광고) 오늘의 혜택,"공항 이동 할인 쿠폰, 오늘만 확인하세요. 수신거부는 설정에서 가능합니다.",0,promotion,clear_general_0,CLEAR,explicit_promotion,promo,false,-15,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_176,카카오 T,synthetic.kr.kakaot,업데이트 완료,이번 달 이동 리포트 업데이트가 완료되었습니다. 별도 작업은 필요하지 않습니다.,0,passive_update,clear_general_1,CLEAR,no_action_status,status,false,-10,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_177,코레일톡,synthetic.kr.korailtalk,코레일톡,승차권 결제 처리가 정상적으로 완료되지 않았습니다.,1,exception,eligible_promote_0_0,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_178,코레일톡,synthetic.kr.korailtalk,승차권 결제 안내,승차권 결제 처리 중 문제가 발생했습니다.,1,exception,eligible_promote_0_1,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_179,코레일톡,synthetic.kr.korailtalk,코레일톡,열차 출발 시간 변경 안내입니다. 기존 일정과 달라졌습니다.,1,schedule_change,eligible_promote_schedule_2,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_180,코레일톡,synthetic.kr.korailtalk,열차 출발 시간 안내,열차 출발 시간: 기존 시간이 취소되고 새 시간이 등록되었습니다.,1,schedule_change,eligible_promote_schedule_3,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_181,코레일톡,synthetic.kr.korailtalk,코레일톡,확인이 필요합니다: 탑승객 정보,1,action_required,eligible_promote_2_0,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_182,코레일톡,synthetic.kr.korailtalk,탑승객 정보 안내,탑승객 정보 관련 확인이 필요합니다.,1,action_required,eligible_promote_2_1,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_183,코레일톡,synthetic.kr.korailtalk,코레일톡,여행 기록 요약: 이번 주 요약이 도착했습니다.,0,summary,eligible_keep_0_0,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_184,코레일톡,synthetic.kr.korailtalk,여행 기록 요약 안내,여행 기록 요약 세부 내용을 확인해주세요.,0,summary,eligible_keep_0_1,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_185,코레일톡,synthetic.kr.korailtalk,코레일톡,관심 등록한 관심 노선 일정 소식이 이번 주 공개될 예정입니다.,0,optional_schedule,eligible_keep_schedule_2,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_186,코레일톡,synthetic.kr.korailtalk,관심 노선 일정 안내,관심 노선 일정 공개 시간이 정해졌습니다.,0,optional_schedule,eligible_keep_schedule_3,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_187,코레일톡,synthetic.kr.korailtalk,코레일톡,열차 이용 설문 참여 요청이 도착했습니다.,0,optional_survey,eligible_keep_2_0,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_188,코레일톡,synthetic.kr.korailtalk,열차 이용 설문 안내,열차 이용 설문 관련 의견을 남겨주세요.,0,optional_survey,eligible_keep_2_1,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_189,코레일톡,synthetic.kr.korailtalk,긴급 확인,승차권 결제 문제로 오늘까지 처리가 필요합니다. 즉시 확인해주세요.,1,urgent_action,clear_important_0,CLEAR,urgent_and_action_required,alarm,false,45,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_190,코레일톡,synthetic.kr.korailtalk,보안 알림,새로운 기기에서 탑승객 정보 변경이 감지되었습니다.,1,security_change,clear_important_1,CLEAR,explicit_security_change,msg,false,50,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_191,코레일톡,synthetic.kr.korailtalk,(광고) 오늘의 혜택,"주말 여행 상품 할인, 오늘만 확인하세요. 수신거부는 설정에서 가능합니다.",0,promotion,clear_general_0,CLEAR,explicit_promotion,promo,false,-15,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_192,코레일톡,synthetic.kr.korailtalk,업데이트 완료,여행 기록 요약 업데이트가 완료되었습니다. 별도 작업은 필요하지 않습니다.,0,passive_update,clear_general_1,CLEAR,no_action_status,status,false,-10,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_193,에브리타임,synthetic.kr.everytime,에브리타임,과제 제출 처리가 정상적으로 완료되지 않았습니다.,1,exception,eligible_promote_0_0,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_194,에브리타임,synthetic.kr.everytime,과제 제출 안내,과제 제출 처리 중 문제가 발생했습니다.,1,exception,eligible_promote_0_1,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_195,에브리타임,synthetic.kr.everytime,에브리타임,시험 일정: 예정보다 2시간 앞당겨졌습니다.,1,schedule_change,eligible_promote_schedule_4,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_196,에브리타임,synthetic.kr.everytime,시험 일정 안내,시험 일정: 오늘 오후 6시로 변경되었습니다.,1,schedule_change,eligible_promote_schedule_0,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_197,에브리타임,synthetic.kr.everytime,에브리타임,확인이 필요합니다: 수강 신청 정보,1,action_required,eligible_promote_2_0,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_198,에브리타임,synthetic.kr.everytime,수강 신청 정보 안내,수강 신청 정보 관련 확인이 필요합니다.,1,action_required,eligible_promote_2_1,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_199,에브리타임,synthetic.kr.everytime,에브리타임,주간 게시판 요약: 이번 주 요약이 도착했습니다.,0,summary,eligible_keep_0_0,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_200,에브리타임,synthetic.kr.everytime,주간 게시판 요약 안내,주간 게시판 요약 세부 내용을 확인해주세요.,0,summary,eligible_keep_0_1,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
