id,title,body,label,group,template_group,clarity,reason_code,android_category,source
TRAIN_140,콘텐츠 준비 중,강의 영상을 저장하는 중입니다. 완료되면 다시 알려드릴게요.,0,download_progress,download_progress_template_5,CLEAR,passive_progress,progress,SYNTHETIC
TRAIN_141,동기화 중,사진을 클라우드와 동기화하고 있습니다. 별도의 작업은 필요하지 않습니다.,0,sync_status,sync_status_template_1,CLEAR,passive_status,service,SYNTHETIC
TRAIN_142,백업 진행,메모 백업이 정상적으로 완료되었습니다. 별도의 작업은 필요하지 않습니다.,0,sync_status,sync_status_template_2,CLEAR,passive_status,service,SYNTHETIC
TRAIN_143,업로드 완료,문서 업로드를 완료했습니다. 별도의 작업은 필요하지 않습니다.,0,sync_status,sync_status_template_3,CLEAR,passive_status,service,SYNTHETIC
TRAIN_144,데이터 정리,저장 공간 정리를 진행하고 있습니다. 별도의 작업은 필요하지 않습니다.,0,sync_status,sync_status_template_4,CLEAR,passive_status,service,SYNTHETIC
TRAIN_145,클라우드 연결,연락처 동기화가 완료되었습니다. 별도의 작업은 필요하지 않습니다.,0,sync_status,sync_status_template_5,CLEAR,passive_status,service,SYNTHETIC
TRAIN_146,동기화 중,운동 기록을 서버에 저장했습니다. 별도의 작업은 필요하지 않습니다.,0,sync_status,sync_status_template_1,CLEAR,passive_status,service,SYNTHETIC
TRAIN_147,백업 진행,브라우저 북마크를 동기화하고 있습니다. 별도의 작업은 필요하지 않습니다.,0,sync_status,sync_status_template_2,CLEAR,passive_status,service,SYNTHETIC
TRAIN_148,업로드 완료,채팅 내역 백업이 진행 중입니다. 별도의 작업은 필요하지 않습니다.,0,sync_status,sync_status_template_3,CLEAR,passive_status,service,SYNTHETIC
TRAIN_149,데이터 정리,캘린더 동기화를 완료했습니다. 별도의 작업은 필요하지 않습니다.,0,sync_status,sync_status_template_4,CLEAR,passive_status,service,SYNTHETIC
TRAIN_150,클라우드 연결,기기 설정 백업이 정상적으로 끝났습니다. 별도의 작업은 필요하지 않습니다.,0,sync_status,sync_status_template_5,CLEAR,passive_status,service,SYNTHETIC
TRAIN_151,업데이트 완료,지도 앱이 최신 버전으로 업데이트되었습니다. 앱을 평소처럼 사용할 수 있습니다.,0,app_update,app_update_template_1,CLEAR,routine_app_status,status,SYNTHETIC
TRAIN_152,새 버전 설치,음악 앱 새 버전 설치가 완료되었습니다. 앱을 평소처럼 사용할 수 있습니다.,0,app_update,app_update_template_2,CLEAR,routine_app_status,status,SYNTHETIC
TRAIN_153,앱 최적화,메신저 앱 최적화를 완료했습니다. 앱을 평소처럼 사용할 수 있습니다.,0,app_update,app_update_template_3,CLEAR,routine_app_status,status,SYNTHETIC
TRAIN_154,업데이트 준비,쇼핑 앱 업데이트가 준비되었습니다. 앱을 평소처럼 사용할 수 있습니다.,0,app_update,app_update_template_4,CLEAR,routine_app_status,status,SYNTHETIC
TRAIN_155,설치 완료,게임 앱의 추가 콘텐츠 설치가 끝났습니다. 앱을 평소처럼 사용할 수 있습니다.,0,app_update,app_update_template_5,CLEAR,routine_app_status,status,SYNTHETIC
TRAIN_156,업데이트 완료,브라우저 보안 업데이트를 설치했습니다. 앱을 평소처럼 사용할 수 있습니다.,0,app_update,app_update_template_1,CLEAR,routine_app_status,status,SYNTHETIC
TRAIN_157,새 버전 설치,사진 편집 앱 업데이트가 완료되었습니다. 앱을 평소처럼 사용할 수 있습니다.,0,app_update,app_update_template_2,CLEAR,routine_app_status,status,SYNTHETIC
TRAIN_158,앱 최적화,문서 앱의 새 기능이 설치되었습니다. 앱을 평소처럼 사용할 수 있습니다.,0,app_update,app_update_template_3,CLEAR,routine_app_status,status,SYNTHETIC
TRAIN_159,업데이트 준비,날씨 앱 데이터 업데이트가 끝났습니다. 앱을 평소처럼 사용할 수 있습니다.,0,app_update,app_update_template_4,CLEAR,routine_app_status,status,SYNTHETIC
TRAIN_160,설치 완료,동영상 앱이 최신 상태입니다. 앱을 평소처럼 사용할 수 있습니다.,0,app_update,app_update_template_5,CLEAR,routine_app_status,status,SYNTHETIC
TRAIN_161,새 콘텐츠 추천,취향에 맞는 새로운 영상을 추천합니다. 여유가 있을 때 확인해보세요.,0,content_recommendation,content_recommendation_template_1,CLEAR,recommended_content,recommendation,SYNTHETIC
TRAIN_162,오늘 볼 영상,오늘 듣기 좋은 음악을 모았습니다. 여유가 있을 때 확인해보세요.,0,content_recommendation,content_recommendation_template_2,CLEAR,recommended_content,recommendation,SYNTHETIC
TRAIN_163,추천 플레이리스트,관심 주제의 인기 글을 확인해보세요. 여유가 있을 때 확인해보세요.,0,content_recommendation,content_recommendation_template_3,CLEAR,recommended_content,recommendation,SYNTHETIC
TRAIN_164,관심 글 안내,최근 시청한 작품과 비슷한 드라마를 골랐습니다. 여유가 있을 때 확인해보세요.,0,content_recommendation,content_recommendation_template_4,CLEAR,recommended_content,recommendation,SYNTHETIC
TRAIN_165,새 에피소드 추천,이번 주 인기 있는 팟캐스트를 소개합니다. 여유가 있을 때 확인해보세요.,0,content_recommendation,content_recommendation_template_5,CLEAR,recommended_content,recommendation,SYNTHETIC
TRAIN_166,새 콘텐츠 추천,팔로우한 주제의 새 게시물을 추천합니다. 여유가 있을 때 확인해보세요.,0,content_recommendation,content_recommendation_template_1,CLEAR,recommended_content,recommendation,SYNTHETIC
TRAIN_167,오늘 볼 영상,출퇴근할 때 듣기 좋은 재생목록을 준비했습니다. 여유가 있을 때 확인해보세요.,0,content_recommendation,content_recommendation_template_2,CLEAR,recommended_content,recommendation,SYNTHETIC
TRAIN_168,추천 플레이리스트,새로 공개된 예능 영상을 확인해보세요. 여유가 있을 때 확인해보세요.,0,content_recommendation,content_recommendation_template_3,CLEAR,recommended_content,recommendation,SYNTHETIC
TRAIN_169,관심 글 안내,많이 읽은 뉴스 모음을 추천합니다. 여유가 있을 때 확인해보세요.,0,content_recommendation,content_recommendation_template_4,CLEAR,recommended_content,recommendation,SYNTHETIC
TRAIN_170,새 에피소드 추천,관심 작가의 다른 작품을 소개합니다. 여유가 있을 때 확인해보세요.,0,content_recommendation,content_recommendation_template_5,CLEAR,recommended_content,recommendation,SYNTHETIC
TRAIN_171,배송 시작,주문한 상품이 판매처에서 출발했습니다. 현재 정상적으로 배송 중입니다.,0,routine_delivery,routine_delivery_template_1,CLEAR,routine_delivery_status,status,SYNTHETIC
TRAIN_172,상품 이동 중,택배가 지역 물류센터로 이동 중입니다. 현재 정상적으로 배송 중입니다.,0,routine_delivery,routine_delivery_template_2,CLEAR,routine_delivery_status,status,SYNTHETIC
TRAIN_173,택배 접수,보낸 상품이 택배사에 접수되었습니다. 현재 정상적으로 배송 중입니다.,0,routine_delivery,routine_delivery_template_3,CLEAR,routine_delivery_status,status,SYNTHETIC
TRAIN_174,배송 예정,상품이 내일 배송될 예정입니다. 현재 정상적으로 배송 중입니다.,0,routine_delivery,routine_delivery_template_4,CLEAR,routine_delivery_status,status,SYNTHETIC
TRAIN_175,물류센터 도착,택배가 물류센터에 도착했습니다. 현재 정상적으로 배송 중입니다.,0,routine_delivery,routine_delivery_template_5,CLEAR,routine_delivery_status,status,SYNTHETIC
TRAIN_176,배송 시작,해외 주문 상품이 항공 운송을 시작했습니다. 현재 정상적으로 배송 중입니다.,0,routine_delivery,routine_delivery_template_1,CLEAR,routine_delivery_status,status,SYNTHETIC
TRAIN_177,상품 이동 중,주문 상품의 포장이 완료되었습니다. 현재 정상적으로 배송 중입니다.,0,routine_delivery,routine_delivery_template_2,CLEAR,routine_delivery_status,status,SYNTHETIC
TRAIN_178,택배 접수,배송 기사가 상품을 인수했습니다. 현재 정상적으로 배송 중입니다.,0,routine_delivery,routine_delivery_template_3,CLEAR,routine_delivery_status,status,SYNTHETIC
TRAIN_179,배송 예정,상품이 다음 배송 지점으로 이동했습니다. 현재 정상적으로 배송 중입니다.,0,routine_delivery,routine_delivery_template_4,CLEAR,routine_delivery_status,status,SYNTHETIC
TRAIN_180,물류센터 도착,예약 배송 상품이 출고 대기 중입니다. 현재 정상적으로 배송 중입니다.,0,routine_delivery,routine_delivery_template_5,CLEAR,routine_delivery_status,status,SYNTHETIC
TRAIN_181,포인트 적립,구매 포인트 100점이 적립되었습니다. 다음 이용 시 사용할 수 있습니다.,0,loyalty_points,loyalty_points_template_1,CLEAR,loyalty_marketing,promo,SYNTHETIC
TRAIN_182,멤버십 혜택,이번 달 멤버십 혜택을 확인해보세요. 다음 이용 시 사용할 수 있습니다.,0,loyalty_points,loyalty_points_template_2,CLEAR,loyalty_marketing,promo,SYNTHETIC
TRAIN_183,등급 안내,회원 등급별 쿠폰이 발급되었습니다. 다음 이용 시 사용할 수 있습니다.,0,loyalty_points,loyalty_points_template_3,CLEAR,loyalty_marketing,promo,SYNTHETIC
TRAIN_184,스탬프 적립,카페 스탬프가 한 개 적립되었습니다. 다음 이용 시 사용할 수 있습니다.,0,loyalty_points,loyalty_points_template_4,CLEAR,loyalty_marketing,promo,SYNTHETIC
TRAIN_185,보너스 포인트,이벤트 참여 보너스 포인트가 지급되었습니다. 다음 이용 시 사용할 수 있습니다.,0,loyalty_points,loyalty_points_template_5,CLEAR,loyalty_marketing,promo,SYNTHETIC
TRAIN_186,포인트 적립,출석 포인트가 적립되었습니다. 다음 이용 시 사용할 수 있습니다.,0,loyalty_points,loyalty_points_template_1,CLEAR,loyalty_marketing,promo,SYNTHETIC
TRAIN_187,멤버십 혜택,멤버십 등급 유지 혜택을 안내합니다. 다음 이용 시 사용할 수 있습니다.,0,loyalty_points,loyalty_points_template_2,CLEAR,loyalty_marketing,promo,SYNTHETIC
TRAIN_188,등급 안내,제휴 매장에서 사용할 수 있는 포인트가 있습니다. 다음 이용 시 사용할 수 있습니다.,0,loyalty_points,loyalty_points_template_3,CLEAR,loyalty_marketing,promo,SYNTHETIC
TRAIN_189,스탬프 적립,리뷰 작성 포인트가 지급되었습니다. 다음 이용 시 사용할 수 있습니다.,0,loyalty_points,loyalty_points_template_4,CLEAR,loyalty_marketing,promo,SYNTHETIC
TRAIN_190,보너스 포인트,이번 주 추가 적립 상품을 소개합니다. 다음 이용 시 사용할 수 있습니다.,0,loyalty_points,loyalty_points_template_5,CLEAR,loyalty_marketing,promo,SYNTHETIC
TRAIN_191,구독 혜택 안내,프리미엄 요금제를 한 달 무료로 이용해보세요. 원하면 구독 페이지에서 확인할 수 있습니다.,0,subscription_marketing,subscription_marketing_template_1,CLEAR,subscription_promotion,promo,SYNTHETIC
TRAIN_192,무료 체험 추천,음악 서비스 무료 체험을 시작할 수 있습니다. 원하면 구독 페이지에서 확인할 수 있습니다.,0,subscription_marketing,subscription_marketing_template_2,CLEAR,subscription_promotion,promo,SYNTHETIC
TRAIN_193,프리미엄 이용권,광고 없는 이용권을 할인된 가격에 제공합니다. 원하면 구독 페이지에서 확인할 수 있습니다.,0,subscription_marketing,subscription_marketing_template_3,CLEAR,subscription_promotion,promo,SYNTHETIC
TRAIN_194,구독 업그레이드,클라우드 저장 공간 업그레이드 혜택을 확인하세요. 원하면 구독 페이지에서 확인할 수 있습니다.,0,subscription_marketing,subscription_marketing_template_4,CLEAR,subscription_promotion,promo,SYNTHETIC
TRAIN_195,회원 전용 콘텐츠,유료 회원 전용 콘텐츠가 공개되었습니다. 원하면 구독 페이지에서 확인할 수 있습니다.,0,subscription_marketing,subscription_marketing_template_5,CLEAR,subscription_promotion,promo,SYNTHETIC
TRAIN_196,구독 혜택 안내,연간 구독 전환 시 추가 할인을 제공합니다. 원하면 구독 페이지에서 확인할 수 있습니다.,0,subscription_marketing,subscription_marketing_template_1,CLEAR,subscription_promotion,promo,SYNTHETIC
TRAIN_197,무료 체험 추천,영상 서비스 가족 요금제를 추천합니다. 원하면 구독 페이지에서 확인할 수 있습니다.,0,subscription_marketing,subscription_marketing_template_2,CLEAR,subscription_promotion,promo,SYNTHETIC
TRAIN_198,프리미엄 이용권,전자책 무제한 이용권을 체험해보세요. 원하면 구독 페이지에서 확인할 수 있습니다.,0,subscription_marketing,subscription_marketing_template_3,CLEAR,subscription_promotion,promo,SYNTHETIC
TRAIN_199,구독 업그레이드,배송 구독 회원을 위한 혜택이 준비되었습니다. 원하면 구독 페이지에서 확인할 수 있습니다.,0,subscription_marketing,subscription_marketing_template_4,CLEAR,subscription_promotion,promo,SYNTHETIC
TRAIN_200,회원 전용 콘텐츠,운동 앱 프리미엄 기능을 무료로 사용해보세요. 원하면 구독 페이지에서 확인할 수 있습니다.,0,subscription_marketing,subscription_marketing_template_5,CLEAR,subscription_promotion,promo,SYNTHETIC
